Sno,Juz,SurahNo,SurahName,Classification,AyahNo,verse,lb1,lb2,lb3,lb4,lb5,lb6,lb7,lb8,lb9,lb10,lb11,lb12
458,,3,Al Imran,Medani,173,"Men said to them: ""A great army is gathering against you"": And frightened them: But it (only) increased their Faith: They said: ""For us Allah sufficeth, and He is the best disposer of affairs.""",army,fight,faith,Allah sufficient,,,,,,,,
459,,3,Al Imran,Medani,174,And they returned with Grace and bounty from Allah: no harm ever touched them: For they followed the good pleasure of Allah: And Allah is the Lord of bounties unbounded.,return,grace,bounty,harm,Allah Lord,unbound,,,,,,
460,,3,Al Imran,Medani,175,"It is only the Evil One that suggests to you the fear of his votaries: Be ye not afraid of them, but fear Me, if ye have Faith.",evil,treat,fear Allah,faith,,,,,,,,
461,,3,Al Imran,Medani,176,"Let not those grieve thee who rush headlong into Unbelief: Not the least harm will they do to Allah: Allah's plan is that He will give them no portion in the Hereafter, but a severe punishment.",no grieve,unbeliver,harm,no portion,hereafter,punishment,,,,,,
462,,3,Al Imran,Medani,177,"Those who purchase Unbelief at the price of faith,- not the least harm will they do to Allah, but they will have a grievous punishment.",purchase,unbeliev,faith,no harm,Allah,punishment,,,,,,
463,,3,Al Imran,Medani,178,Let not the Unbelievers think that our respite to them is good for themselves: We grant them respite that they may grow in their iniquity: But they will have a shameful punishment.,,,,,,,,,,,,
464,,3,Al Imran,Medani,179,"Allah will not leave the believers in the state in which ye are now, until He separates what is evil from what is good nor will He disclose to you the secrets of the Unseen. But He chooses of His Messengers (For the purpose) whom He pleases. So believe in Allah. And His messengers: And if ye believe and do right, ye have a reward without measure.",not leave ,believers,separate,evil ,good,unseen,messenger,pleasure,believe in Allah,reward,un measureable,
465,,3,Al Imran,Medani,180,"And let not those who covetously withhold of the gifts which Allah Hath given them of His Grace, think that it is good for them: Nay, it will be the worse for them: soon shall the things which they covetously withheld be tied to their necks Like a twisted collar, on the Day of Judgment. To Allah belongs the heritage of the heavens and the earth; and Allah is well-acquainted with all that ye do.",stingy,grace,tied neck,judgment day,heritage,heaven,earth,Allah knoweth,,,,
466,,3,Al Imran,Medani,181,"Allah hath heard the taunt of those who say: ""Truly, Allah is indigent and we are rich!""- We shall certainly record their word and (their act) of slaying the prophets in defiance of right, and We shall say: ""Taste ye the penalty of the Scorching Fire!",taunt,indigent,rich,record,slay,prophets,taste,penalty of fire,,,,
467,,3,Al Imran,Medani,182,"""This is because of the (unrighteous deeds) which your hands sent on before ye: For Allah never harms those who serve Him.""",reward,hand send,never harm,serve him,,,,,,,,
468,,3,Al Imran,Medani,183,"They (also) said: ""Allah took our promise not to believe in an messenger unless He showed us a sacrifice consumed by Fire (From heaven)."" Say: ""There came to you messengers before me, with clear Signs and even with what ye ask for: why then did ye slay them, if ye speak the truth?""",Allah promise,not believe,messengers,sacrify,fire,clear sign,slay,,,,,
469,,3,Al Imran,Medani,184,"Then if they reject thee, so were rejected messengers before thee, who came with Clear Signs, Books of dark prophecies, and the Book of Enlightenment.",reject ,messengers,clear sign,book,book of enlightment,,,,,,,
470,,3,Al Imran,Medani,185,Every soul shall have a taste of death: And only on the Day of Judgment shall you be paid your full recompense. Only he who is saved far from the Fire and admitted to the Garden will have attained the object (of Life): For the life of this world is but goods and chattels of deception.,taste of death,judgemant day,,successful,safe,fire,life,delusion,,,,
471,,3,Al Imran,Medani,186,"Ye shall certainly be tried and tested in your possessions and in your personal selves; and ye shall certainly Hear much that will grieve you, from those who received the Book before you and from those who worship many gods. But if ye persevere patiently, and guard against evil,-then that will be a determining factor in all affairs.",test ,possession,hurtful,book,patient,fear Allah,worship,many God,,,,
472,,3,Al Imran,Medani,187,"And remember Allah took a covenant from the People of the Book, to make it known and clear to mankind, and not to hide it; but they threw it away behind their backs, and purchased with it some miserable gain! And vile was the bargain they made!",Allah,covenant,people of book,clear,hide,threw back,miserable gain,vile bargain,,,,
473,,3,Al Imran,Medani,188,"Think not that those who exult in what they have brought about, and love to be praised for what they have not done,- think escape the penalty. For them is a penalty Grievous indeed.",praised,penalty,grievous,,,,,,,,,
474,,3,Al Imran,Medani,189,To Allah belongeth the dominion of the heavens and the earth; and Allah hath power over all things.,Allah belongeth,dominion,heaven,earth,Allah hath power,,,,,,,
475,,3,Al Imran,Medani,190,"Behold! in the creation of the heavens and the earth, and the alternation of night and day,- there are indeed Signs for men of understanding,-",creation,heaven,earth,night,day,signs,wise,,,,,
476,,3,Al Imran,Medani,191,"Men who celebrate the praises of Allah, standing, sitting, and lying down on their sides, and contemplate the (wonders of) creation in the heavens and the earth, (With the thought): ""Our Lord! not for naught Hast Thou created (all) this! Glory to Thee! Give us salvation from the penalty of the Fire.",praises of Allah,standing,sitting,lying,contemplate,creation,heaven,earth,,,,
477,,3,Al Imran,Medani,192,"""Our Lord! any whom Thou dost admit to the Fire, Truly Thou coverest with shame, and never will wrong-doers Find any helpers!",Lord,admit,fire,shame,no help,,,,,,,
478,,3,Al Imran,Medani,193,"""Our Lord! we have heard the call of one calling (Us) to Faith, 'Believe ye in the Lord,' and we have believed. Our Lord! Forgive us our sins, blot out from us our iniquities, and take to Thyself our souls in the company of the righteous.",faith,believe ,Lord,forgive,sin,good end,,,,,,
479,,3,Al Imran,Medani,194,"""Our Lord! Grant us what Thou didst promise unto us through Thine messengers, and save us from shame on the Day of Judgment: For Thou never breakest Thy promise.""",grant us,promise,messengers,save us,judgment day ,,,,,,,
480,,3,Al Imran,Medani,195,"And their Lord hath accepted of them, and answered them: ""Never will I suffer to be lost the work of any of you, be he male or female: Ye are members, one of another: Those who have left their homes, or been driven out therefrom, or suffered harm in My Cause, or fought or been slain,- verily, I will blot out from them their iniquities, and admit them into Gardens with rivers flowing beneath;- A reward from the presence of Allah, and from His presence is the best of rewards.""",lost work,male,female,left home,driven out,suffered harm,fought,slain,garden,river,reward\,
481,,3,Al Imran,Medani,196,Let not the strutting about of the Unbelievers through the land deceive thee:,strutting,unbeliever,deceive,,,,,,,,,
482,,3,Al Imran,Medani,197,Little is it for enjoyment: Their ultimate abode is Hell: what an evil bed (To lie on)!,hell,evil bed,,,,,,,,,,
483,,3,Al Imran,Medani,198,"On the other hand, for those who fear their Lord, are Gardens, with rivers flowing beneath; therein are they to dwell (for ever),- a gift from the presence of Allah; and that which is in the presence of Allah is the best (bliss) for the righteous.",fear Allah,gardens,river,heaven,dwelth forever,righteous,,,,,,
484,,3,Al Imran,Medani,199,"And there are, certainly, among the People of the Book, those who believe in Allah, in the revelation to you, and in the revelation to them, bowing in humility to Allah: They will not sell the Signs of Allah for a miserable gain! For them is a reward with their Lord, and Allah is swift in account.",people of book,believe in Allah,bowing,not sell,sign of Allah,reward,,,,,,
485,,3,Al Imran,Medani,200,O ye who believe! Persevere in patience and constancy; vie in such perseverance; strengthen each other; and fear Allah; that ye may prosper.,O believer,patience, perseverance,fear Allah,prosper,,,,,,,
486,,4,An-Nisa',Medani,1,"O mankind! reverence your Guardian-Lord, who created you from a single person, created, of like nature, His mate, and from them twain scattered (like seeds) countless men and women;- reverence Allah, through whom ye demand your mutual (rights), and (reverence) the wombs (That bore you): for Allah ever watches over you.",fear Allah,creator,single person,countless,men,women,watches you,,,,,
487,,4,An-Nisa',Medani,2,"To orphans restore their property (When they reach their age), nor substitute (your) worthless things for (their) good ones; and devour not their substance (by mixing it up) with your own. For this is indeed a great sin.",orphans,property,worthless,good ones,no mixeup,sin,,,,,,
488,,4,An-Nisa',Medani,3,"If ye fear that ye shall not be able to deal justly with the orphans, Marry women of your choice, Two or three or four; but if ye fear that ye shall not be able to deal justly (with them), then only one, or (a captive) that your right hands possess, that will be more suitable, to prevent you from doing injustice.",justice,orphans,marry,deal justly,prevent,,,,,,,
489,,4,An-Nisa',Medani,4,"And give the women (on marriage) their dower as a free gift; but if they, of their own good pleasure, remit any part of it to you, Take it and enjoy it with right good cheer.",dower,part,right,,,,,,,,,
490,,4,An-Nisa',Medani,5,"To those weak of understanding Make not over your property, which Allah hath made a means of support for you, but feed and clothe them therewith, and speak to them words of kindness and justice.",weak minded,property,feed,cloth,kindness,,,,,,,
491,,4,An-Nisa',Medani,6,"Make trial of orphans until they reach the age of marriage; if then ye find sound judgment in them, release their property to them; but consume it not wastefully, nor in haste against their growing up. If the guardian is well-off, Let him claim no remuneration, but if he is poor, let him have for himself what is just and reasonable. When ye release their property to them, take witnesses in their presence: But all-sufficient is Allah in taking account.",orphans,marriage,judgment,property,consume haste,guardian poor,consume reasonable,,handover,witness,,
492,,4,An-Nisa',Medani,7,"From what is left by parents and those nearest related there is a share for men and a share for women, whether the property be small or large,-a determinate share.",property left,parents,nearest,share,men,women,determinated,,,,,
493,,4,An-Nisa',Medani,8,"But if at the time of division other relatives, or orphans or poor, are present, feed them out of the (property), and speak to them words of kindness and justice.",division time,relative,orphan,poor,feed them,kindness,justice,,,,,
494,,4,An-Nisa',Medani,9,"Let those (disposing of an estate) have the same fear in their minds as they would have for their own if they had left a helpless family behind: Let them fear Allah, and speak words of appropriate (comfort).",left family,helpless,fear Allah,speak good,,,,,,,,
